Faculty 07;Ippisch Siegfried;Project Management
Faculty 07;Daschner Sebastian;Continuous Integration Management;Architecture Task Force;Off-Axis Task
Faculty 07;Nefzger Andreas;Chief Engineer;Architecture Task Force;Continuous Integration Task Force;Team Leader Off-Axis Task
Faculty 07;Miller Markus;QR-Code;Team Leader Target Recognition
Faculty 07;Labonte Nicolas;Area of Interest;Task Force Architecture
Faculty 07;Graff Michael;Letter Recognition;Task Force Architecture;Team Leader Search Area Task
Faculty 07;Maschewski Fabian;Shape Identification
Faculty 07;Schoen Dominik;Area of Interest
Faculty 07;Rabaschus Manuel;Team Leader Hardware
Faculty 07;Ott Julian;Hardware
Faculty 07;Hartinger Christian;Hardware
Faculty 07;Bayer Maximilian;Search Area Task
Faculty 07;Deutsch Alexander;Camera;Secret Message decoding
Faculty 07;Trepte Philipp;StandardTarget;OCR Strategy
Faculty 07;Scheingraber Patrick;Calculating Pixel Coordinates
Faculty 07;Kostic Goran;Off-Axis Task; Orthorectification
Faculty 07;Linsenmaier Markus;Groundcomponent;Team Leader Infrared Task
Faculty 07;Haag Maximilian;Groundcomponent
Faculty 07;Widmann Roland;Groundcomponent;Architecture Task Force;Continuous Integration Task Force
Faculty 07;Angermeier Thomas;Aircomponent
Faculty 07;Grottenthaler Quirin;Team Leader Data Communication;SRIC Task;Interoperability Task;Sense, Detect and Avoid Task
Faculty 07;Hoelzl Stefan;Interoperability Task;Coordination Routing
Faculty 07;Kapinos Christoph;Architecture Task Force;Communication Middleware
Faculty 07;Schuetze Frederic;SRIC Task
Faculty 07;Stephan Matthias;SRIC Task
Faculty 07;Schuster Sebastian;Architecture Task Force;Communication Middleware
Faculty 07;Friegel Christoph;Team Leader Groundstation;Mission Control;Routing
Faculty 07;Huttner Werner;Groundstation;Mission Planner;Routing
Faculty 07;Opitz Jan;Groundstation;Mission Control
Faculty 07;Stromer Markus;Groundstation;Mission Planner
Faculty 03;Kuehnel Lukas;Project Management
Faculty 03;Kreuzpaintner Daniel;Project Management;Fly
Faculty 03;Donner Sebastian;Project Management;Fly
Faculty 03;Fischer Thomas;Wing
Faculty 03;Haug Stefan;Wing
Faculty 03;Huber Florian;Wing
Faculty 03;Schleicher Jan;Wing
Faculty 03;Voss Florian;Body
Faculty 03;Tomosow Artur;Body
Faculty 03;Stefanovsky Elena;Body
Faculty 03;Ilknur Kirca;Body
Faculty 03;Raduni Valmire;Body
Faculty 03;Wieland Manuel;Body
Faculty 03;Stumpe Daniel;Autopilot
Faculty 03;Kuebler Olaf;Autopilot
Faculty 03;Birzer Helmut;Autopilot;Testing Pilot
Faculty 03;Xu Ke (Exchange);Autopilot
Faculty 03;Xu Hownan (Exchange);Autopilot
Faculty 03;Meurer Philipp;Drop Task
Faculty 04;Scharf Christoph;Radio Communication
Faculty 04;Schaub Henry;Radio Communication
